,Train MAE,Train MSE,Train RMSE,Train R2,Test MAE,Test MSE,Test RMSE,Test R2,CV Score Mean,Best Params,Features
69,3610.2491506795764,28895885.60763293,5375.48933657513,0.7503344871695696,5280.545807434884,59670735.15471097,7724.683498675591,0.5544570680914194,0.43847096991617507,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 0.03243347550935891, 'lambda_l2': 2.021802455951205e-06, 'num_leaves': 31, 'feature_fraction': 0.8, 'bagging_fraction': 0.657471496220447, 'bagging_freq': 1, 'min_child_samples': 20}","['VS_WS(%)', 'ALK(mg CaCO3/L)', 'T(°C)', 'Q_eff(m³/d)']"
70,2991.8948803523185,20380751.787992228,4514.504600506265,0.8239067348164376,5760.434596771965,72860958.40455653,8535.863073208035,0.45596974890509046,0.35637100884752276,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 4.344469108550396, 'lambda_l2': 4.206722334634136, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'pH', 'Q_PS/Q_WS']"
71,3712.055681196407,29337519.3935477,5416.412040599173,0.7465186939060979,5707.358375161298,73094648.45746508,8549.540833136309,0.45422485752641395,0.3922718228096375,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 1.2053223266444508e-06, 'lambda_l2': 3.9768159383682626e-07, 'num_leaves': 11, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 0.6579863191033498, 'bagging_freq': 1, 'min_child_samples': 5}","['VS_WS(%)', 'FA(mg/L)', 'pH', 'Q_PS_in(m³/d)']"
72,3228.4397186726615,23883553.30270024,4887.080243120655,0.7936419162056603,5534.922885560179,66564698.38538707,8158.719163287034,0.5029819759494907,0.37837199393242826,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 9.04825794855607, 'lambda_l2': 9.875454224564958, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'pH', 'Q_WS_in(m³/d)']"
73,3028.2820986298457,21001472.47526258,4582.736352362263,0.8185435993577732,5643.88661597031,69092921.71721815,8312.215211194796,0.4841045139429786,0.33855782316344457,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 5.385947356050345e-05, 'lambda_l2': 1.1311675575364515e-08, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'pH', 'Q_Total(m³/d)']"
74,2893.2997722547957,16570667.557847787,4070.708483525661,0.8568265299098565,5160.6141160384095,58544999.09564548,7651.4703878173295,0.5628625912178034,0.5383510400487328,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 5.724039535300767, 'lambda_l2': 6.184477606865864, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 0.9313938000875651, 'bagging_freq': 7, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'pH', 'Q_eff(m³/d)']"
75,4765.185924520043,48288815.07895142,6949.015403562682,0.5827761798214075,6167.016559107629,87977674.9817112,9379.641516695145,0.3430978996283217,0.2668754376477811,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'num_leaves': 31, 'feature_fraction': 0.852, 'bagging_fraction': 0.43700975090822886, 'bagging_freq': 1, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'T(°C)', 'Q_PS/Q_WS']"
76,4943.97262579042,51554611.74988759,7180.154019927956,0.5545591245727595,6540.783088187578,88465183.41604325,9405.593198519871,0.33945782486471576,0.22756963754120565,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 2.571068824614606e-07, 'lambda_l2': 8.662405046651343e-06, 'num_leaves': 11, 'feature_fraction': 0.8, 'bagging_fraction': 0.6648341639387423, 'bagging_freq': 1, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'T(°C)', 'Q_PS_in(m³/d)']"
77,2176.9199409622174,10983102.788049342,3314.0764608031213,0.9051040681956696,6126.983107379643,95639302.46360137,9779.534879716999,0.2858908958496327,0.22424051291222807,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 7.409600390599519e-05, 'lambda_l2': 1.4509648127973739e-08, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 5}","['VS_WS(%)', 'FA(mg/L)', 'T(°C)', 'Q_WS_in(m³/d)']"
78,2556.885582278425,14142710.31038974,3760.6795011526497,0.8778045057901613,6413.499777864308,90233394.51501526,9499.12598690086,0.32625513923956506,0.189887223883012,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 7.409600390599519e-05, 'lambda_l2': 1.4509648127973739e-08, 'num_leaves': 31, 'feature_fraction': 0.8, 'bagging_fraction': 0.9578337721785286, 'bagging_freq': 7, 'min_child_samples': 5}","['VS_WS(%)', 'FA(mg/L)', 'T(°C)', 'Q_Total(m³/d)']"
79,3778.898924558965,29821921.227682322,5460.945085576518,0.7423333772150852,5202.178958135734,59246591.92410501,7697.180777668212,0.5576240144684566,0.4439151521487477,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 9.522759892785809e-05, 'lambda_l2': 1.513761339126993e-08, 'num_leaves': 11, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 20}","['VS_WS(%)', 'FA(mg/L)', 'T(°C)', 'Q_eff(m³/d)']"
80,3074.8881052451875,18384856.054898757,4287.756529340111,0.8411516235360698,4581.634990980426,41133801.08572081,6413.563836567062,0.6928666240032153,0.5863273232098023,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 0.005373575450092764, 'lambda_l2': 0.00934669040346174, 'num_leaves': 11, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 1.0, 'bagging_freq': 0, 'min_child_samples': 5}","['DS_Digester(%)', 'ALK(mg CaCO3/L)', 'pH', 'Q_PS/Q_WS']"
81,2662.475027903809,15624173.873970265,3952.7425762336543,0.8650044011190927,4785.651350481311,49386215.192789935,7027.532653270985,0.6312483991388107,0.5688408322435483,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 0.6474981438818985, 'bagging_freq': 1, 'min_child_samples': 10}","['DS_Digester(%)', 'ALK(mg CaCO3/L)', 'pH', 'Q_PS_in(m³/d)']"
82,3120.4753029811905,20366294.626584124,4512.903126213117,0.8240316472232085,4377.489281837245,38786185.978928864,6227.855648530148,0.7103955402292521,0.5835767911085202,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 0.011860869298079413, 'lambda_l2': 0.0029151079770917093, 'num_leaves': 11, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 0.9817222664736892, 'bagging_freq': 7, 'min_child_samples': 5}","['DS_Digester(%)', 'ALK(mg CaCO3/L)', 'pH', 'Q_WS_in(m³/d)']"
83,2039.7456239391463,10067058.276676241,3172.862788819624,0.9130188532212253,4896.592505032729,48820433.03032855,6987.16201546297,0.6354729196316627,0.5041529891631725,"{'objective': 'regression', 'metric': 'huber', 'verbosity': -1, 'boosting_type': 'gbdt', 'feature_pre_filter': False, 'lambda_l1': 1.6264153883601294e-08, 'lambda_l2': 0.0005125908843178894, 'num_leaves': 31, 'feature_fraction': 0.8999999999999999, 'bagging_fraction': 0.9817222664736892, 'bagging_freq': 7, 'min_child_samples': 5}","['DS_Digester(%)', 'ALK(mg CaCO3/L)', 'pH', 'Q_Total(m³/d)']"
